Date,Close,High,Low,Open,Volume
1/1/2014,327.2344055175781,330.1595112185715,326.67297854682056,329.4990034796375,1478688
1/2/2014,328.4186096191406,331.0087389583282,326.7862072968729,326.7862072968729,4404744
1/3/2014,336.40130615234375,337.33074413056517,325.9369854302111,327.89491911992,10046344
1/6/2014,331.9429626464844,337.8497998092276,327.2911181710463,337.34027434467646,11098328
1/7/2014,326.21063232421875,332.6977623607514,325.2245931660025,332.0514221354851,7713688
1/8/2014,323.4696044921875,327.894998275825,322.799651540028,326.57398245543317,8990392
1/9/2014,325.6114807128906,328.5554537497213,322.5023807248646,324.5924069210343,12590808
1/10/2014,335.0897216796875,337.3307300260142,325.3472327635516,329.3102791023187,30258176
1/13/2014,345.82305908203125,346.7666417807544,337.9913226826292,337.9913226826292,17119912
1/14/2014,347.8753356933594,348.6537913845427,343.50654338883567,343.9358781046437,7425832
1/15/2014,350.26263427734375,351.4232456504687,347.3328052734453,348.6821331938528,17130144
1/16/2014,351.4892883300781,352.6593216968884,348.526424745272,349.03125071889434,17608232
1/17/2014,351.9327392578125,355.2258334951384,351.0127461730847,351.8619705589873,25667896
1/20/2014,353.7774353027344,354.7823415754596,349.5454580495762,350.2578675329568,9761944
1/21/2014,354.6313781738281,355.7306426958669,350.85704774734677,353.8434774826262,12102464
1/22/2014,355.3437805175781,356.4855247373668,352.90463319229974,353.01313598224374,6769760
1/23/2014,357.8536376953125,358.46696627672833,354.86720850970613,357.0610376663089,7907344
1/24/2014,354.6124572753906,358.2735620782528,354.2869259117333,355.2588205194284,6876584
1/27/2014,352.1639099121094,355.15506228732045,350.1823863590017,351.0127436933554,8099048
1/28/2014,346.7760009765625,349.94642423740845,345.9975454428258,349.7860198256717,14108544
1/29/2014,350.80511474609375,353.24898426416416,344.75201904356305,345.9173526732702,8102080
1/30/2014,349.5265808105469,350.7013365274568,345.3512278508744,349.4746791607734,7183632
1/31/2014,349.2293701171875,352.87630770181164,347.85645280791556,349.12556681508204,5369928
2/3/2014,342.44024658203125,348.3706720310356,342.0298020011876,347.7101642563289,4384112
2/4/2014,336.0192565917969,338.9301955039349,334.6463391066021,337.89697701762736,4535112
2/5/2014,337.92047119140625,338.65174760375766,334.2876786913381,337.8025233829625,4326992
2/6/2014,336.2645263671875,338.0856453915091,334.1225984737186,337.0477045320878,5749904
2/7/2014,336.5334777832031,339.8643291761197,334.86334108445664,338.46309971312087,7551456
2/10/2014,337.217529296875,338.3686953765417,335.6794851650996,337.79310081836695,6049424
2/11/2014,339.3358459472656,341.76557080875807,337.18919582691797,338.1799574209246,5833592
2/12/2014,339.6992188,342.27990362546586,339.0481328617135,339.736952843515,4208712
2/13/2014,338.349853515625,341.3834623617469,337.80729352030386,340.14266045668626,3588320
2/14/2014,343.8697509765625,345.72860376391776,339.9963404782578,341.1569514792337,5962168
2/17/2014,345.1766357421875,347.7101640627179,344.2991224141978,347.7101640627179,13569920
2/18/2014,347.4271240234375,348.6160473507394,344.1245848216938,344.1245848216938,4978240
2/19/2014,354.164306640625,354.9757969434743,348.6632381582767,348.7151167752646,7064304
2/20/2014,350.1871337890625,353.3622803984366,349.69175286554815,353.3622803984366,8816848
2/21/2014,353.90948486328125,354.352964032443,351.69678850064247,352.5224231909317,5517984
2/24/2014,353.8339538574219,354.19251977563914,351.95623410195196,353.46596593724183,4357608
2/25/2014,356.94781494140625,357.8159292713139,354.3152289793748,354.3152289793748,8099512
2/26/2014,359.2690124511719,360.24090696743696,355.92873984292316,356.6741607525751,7352168
2/28/2014,360.9061279296875,362.06671586665715,354.890790055501,354.890790055501,9839496
3/3/2014,358.39630126953125,363.27461925171133,357.8018395574751,360.92038500782127,7204176
3/4/2014,358.5189208984375,360.86843228900625,354.9663186913921,355.7306297896987,6937912
3/5/2014,360.60894775390625,362.7508755898801,359.4955157090776,361.19396434253974,4943504
3/6/2014,361.5713806152344,363.2745516899709,360.19848646282617,362.146975173461,6226312
