Date,Close,High,Low,Open,Volume
1/1/2014,610.3171997070312,616.7999487309739,609.0892355912218,614.0869026031137,694318
1/2/2014,591.7543334960938,616.7998724922696,587.3277961065359,609.5746356469873,2322501
1/3/2014,578.0465698242188,589.9839120535671,575.7618962625917,582.5873134264224,3701602
1/6/2014,577.1611938476562,585.9856664923941,571.1925235468316,578.075042231049,2579617
1/7/2014,582.3016357421875,587.4706622625861,575.7903356582875,579.7313980939261,2833413
1/8/2014,570.2214965820312,585.9570907702931,569.307648236843,583.7295200643721,3084265
1/9/2014,555.1143188476562,573.44865231206,554.0291107077578,570.5071959887608,4402965
1/10/2014,546.061279296875,562.0253363740787,543.4624902523209,555.5997418271189,4818324
1/13/2014,560.0548095703125,564.2528331374373,545.5186803836249,545.5186803836249,3526029
1/14/2014,555.17138671875,569.336246403555,552.8867133757858,558.626921814073,2725885
1/15/2014,570.6497802734375,573.1629151212388,557.0561052443155,557.0561052443155,2702491
1/16/2014,573.4486083984375,578.5605329016992,566.1948190078665,574.3625090975465,2767075
1/17/2014,572.7918090820312,577.8180802202709,568.6794386999611,570.7642012648731,2133013
1/20/2014,570.564208984375,576.8184434953021,565.0239119480739,572.3062519807632,2311656
1/21/2014,577.7322998046875,581.1878346211746,574.0483029015016,574.762240385983,1709856
1/22/2014,573.9054565429688,581.0450400822126,569.193354415379,579.103086327859,3245709
1/23/2014,589.9837646484375,595.9523819802471,576.9326662742773,576.9326662742773,6787534
1/24/2014,574.7908325195312,587.9846877128778,573.5342649217613,587.7276744068837,3782706
1/27/2014,559.8262939453125,566.8516201655198,555.7710268893367,564.7097556039697,3345742
1/28/2014,561.7398681640625,569.193517283551,556.3137747549645,559.1696299044786,3471943
1/29/2014,567.25146484375,574.5909600625312,564.6812270287958,566.052051905078,2601379
1/30/2014,559.9976806640625,563.9957931779945,556.5420936848299,559.1409347979888,2887870
1/31/2014,563.1105346679688,568.650832,557.2561216125783,562.7964188983096,2014065
